pl_name,score
TOI-700 d,100.0
Teegarden's Star b,100.0
TOI-700 e,99.46666666666667
Kepler-438 b,96.00000000000001
L 98-59 f,95.39999999999999
Kepler-1649 c,92.0
Kepler-1652 b,91.575
Ross 128 b,91.03333333333333
Kepler-452 b,90.225
TRAPPIST-1 e,88.05
Kepler-442 b,86.5
TRAPPIST-1 d,85.00000000000001
TOI-1266 d,83.76666666666667
Kepler-1410 b,83.25
Kepler-1544 b,83.25
Kepler-283 c,76.325
Proxima Cen b,75.28
Kepler-1512 b,74.66666666666667
Kepler-445 d,72.5
Kepler-296 f,71.925
Kepler-1649 b,71.5
Kepler-138 e,71.2
K2-18 b,70.0
Kepler-22 b,70.0
G 261-6 b,69.18333333333334
Kepler-440 b,68.89999999999999
Kepler-1126 c,68.5
Kepler-705 b,67.82000000000001
Kepler-1653 b,67.0
Kepler-296 e,66.63333333333334
Proxima Cen d,66.47999999999999
Kepler-186 e,65.10000000000001
TRAPPIST-1 f,63.849999999999994
Kepler-1701 b,63.416666666666664
Kepler-155 c,63.19999999999999
Kepler-1389 b,62.19
TOI-6002 b,62.07200000000002
Kepler-69 c,62.025
Kepler-560 b,62.025
Kepler-1229 b,59.92000000000001
TOI-2257 b,59.624
Teegarden's Star c,59.5
Kepler-289 e,59.199999999999996
K2-3 d,58.17333333333333
Kepler-1450 b,57.525000000000006
Kepler-61 b,56.01666666666667
Kepler-1455 b,55.95333333333333
Kepler-1540 b,55.25
TRAPPIST-1 c,55.15000000000001
Kepler-380 b,55.00000000000001
Kepler-1417 b,55.00000000000001
Kepler-1470 b,55.00000000000001
Kepler-1473 b,55.00000000000001
Kepler-367 c,55.00000000000001
Wolf 327 b,55.00000000000001
G 192-15 b,55.00000000000001
Kepler-1468 c,55.00000000000001
Kepler-1464 c,55.00000000000001
Kepler-1553 b,55.00000000000001
Kepler-1482 b,55.00000000000001
Kepler-1481 b,55.00000000000001
Kepler-1477 b,55.00000000000001
Kepler-1541 b,55.00000000000001
GJ 9827 c,55.00000000000001
GJ 3929 b,55.00000000000001
TOI-500 b,55.00000000000001
Kepler-1537 b,55.00000000000001
Kepler-1414 b,55.00000000000001
Kepler-1578 b,55.00000000000001
Kepler-969 c,55.00000000000001
Kepler-953 c,55.00000000000001
Kepler-1577 b,55.00000000000001
Kepler-1576 b,55.00000000000001
Kepler-1573 b,55.00000000000001
Kepler-1572 b,55.00000000000001
Kepler-1570 b,55.00000000000001
Kepler-1438 b,55.00000000000001
Kepler-1612 b,55.00000000000001
Kepler-1377 b,55.00000000000001
Kepler-1376 b,55.00000000000001
Kepler-1605 b,55.00000000000001
Kepler-1598 b,55.00000000000001
Kepler-1597 b,55.00000000000001
Kepler-1386 b,55.00000000000001
Kepler-908 b,55.00000000000001
Kepler-1399 b,55.00000000000001
Kepler-1398 c,55.00000000000001
Kepler-1390 b,55.00000000000001
Kepler-1595 b,55.00000000000001
Kepler-1594 b,55.00000000000001
Kepler-1590 b,55.00000000000001
Kepler-1646 b,55.00000000000001
Kepler-1331 b,55.00000000000001
Kepler-1328 b,55.00000000000001
Kepler-135 c,55.00000000000001
Kepler-1347 b,55.00000000000001
Kepler-163 b,55.00000000000001
Kepler-907 b,55.00000000000001
Kepler-889 b,55.00000000000001
Kepler-887 c,55.00000000000001
Kepler-884 b,55.00000000000001
Kepler-882 b,55.00000000000001
Kepler-1363 b,55.00000000000001
Kepler-1358 b,55.00000000000001
Kepler-1617 b,55.00000000000001
Kepler-1616 b,55.00000000000001
Kepler-1434 b,55.00000000000001
LTT 1445 A c,55.00000000000001
LTT 1445 A b,55.00000000000001
LP 791-18 d,55.00000000000001
LP 791-18 b,55.00000000000001
LHS 475 b,55.00000000000001
LHS 1815 b,55.00000000000001
LHS 1678 d,55.00000000000001
Kepler-1430 b,55.00000000000001
Kepler-1427 b,55.00000000000001
Kepler-1425 b,55.00000000000001
Kepler-169 c,55.00000000000001
Kepler-169 b,55.00000000000001
Kepler-1689 b,55.00000000000001
Kepler-1312 c,55.00000000000001
Kepler-1311 c,55.00000000000001
Kepler-1311 b,55.00000000000001
Kepler-132 e,55.00000000000001
Kepler-132 b,55.00000000000001
Kepler-167 d,55.00000000000001
Kepler-1669 d,55.00000000000001
Kepler-847 b,55.00000000000001
Kepler-826 b,55.00000000000001
Kepler-1650 b,55.00000000000001
Kepler-1288 b,55.00000000000001
Kepler-1285 b,55.00000000000001
Kepler-1284 b,55.00000000000001
Kepler-1698 b,55.00000000000001
Kepler-130 b,55.00000000000001
Kepler-1297 b,55.00000000000001
Kepler-1293 b,55.00000000000001
Kepler-1695 b,55.00000000000001
Kepler-1694 b,55.00000000000001
Kepler-1693 c,55.00000000000001
Kepler-81 d,55.00000000000001
Kepler-806 b,55.00000000000001
Kepler-804 c,55.00000000000001
Kepler-1692 b,55.00000000000001
Kepler-169 d,55.00000000000001
Kepler-185 b,55.00000000000001
Kepler-1240 b,55.00000000000001
Kepler-124 d,55.00000000000001
Kepler-1834 c,55.00000000000001
Kepler-1832 b,55.00000000000001
Kepler-1248 b,55.00000000000001
Kepler-1264 b,55.00000000000001
Kepler-1263 b,55.00000000000001
Kepler-1800 b,55.00000000000001
Kepler-1763 b,55.00000000000001
Kepler-775 b,55.00000000000001
Kepler-770 c,55.00000000000001
Kepler-763 b,55.00000000000001
Kepler-1278 b,55.00000000000001
Kepler-1276 b,55.00000000000001
Kepler-1735 b,55.00000000000001
Kepler-1199 b,55.00000000000001
Kepler-1197 b,55.00000000000001
Kepler-1869 b,55.00000000000001
Kepler-1867 b,55.00000000000001
Kepler-1860 b,55.00000000000001
Kepler-186 f,55.00000000000001
Kepler-186 c,55.00000000000001
Kepler-186 b,55.00000000000001
Kepler-1215 b,55.00000000000001
Kepler-1213 b,55.00000000000001
Kepler-756 b,55.00000000000001
Kepler-746 b,55.00000000000001
Kepler-743 b,55.00000000000001
Kepler-1223 b,55.00000000000001
Kepler-1909 b,55.00000000000001
Kepler-1907 c,55.00000000000001
Kepler-1902 b,55.00000000000001
Kepler-1178 b,55.00000000000001
Kepler-1169 b,55.00000000000001
Kepler-1898 b,55.00000000000001
Kepler-1894 c,55.00000000000001
Kepler-1894 b,55.00000000000001
Kepler-189 b,55.00000000000001
HD 260655 b,55.00000000000001
HD 23472 f,55.00000000000001
Kepler-1514 c,55.00000000000001
Kepler-68 c,55.00000000000001
Kepler-1203 b,55.00000000000001
Kepler-1200 b,55.00000000000001
Kepler-1952 b,55.00000000000001
Kepler-1948 b,55.00000000000001
Kepler-1947 b,55.00000000000001
Kepler-1150 b,55.00000000000001
Kepler-115 b,55.00000000000001
Kepler-1146 b,55.00000000000001
Kepler-1939 b,55.00000000000001
Kepler-1933 b,55.00000000000001
Kepler-647 b,55.00000000000001
Kepler-625 c,55.00000000000001
Kepler-1500 b,55.00000000000001
Kepler-1164 b,55.00000000000001
Kepler-1163 b,55.00000000000001
Kepler-1157 b,55.00000000000001
Kepler-192 d,55.00000000000001
Kepler-1911 b,55.00000000000001
Kepler-1117 b,55.00000000000001
Kepler-197 d,55.00000000000001
Kepler-197 b,55.00000000000001
Kepler-1966 b,55.00000000000001
Kepler-1962 b,55.00000000000001
Kepler-1959 b,55.00000000000001
Kepler-589 c,55.00000000000001
Kepler-150 b,55.00000000000001
Kepler-534 c,55.00000000000001
Kepler-524 c,55.00000000000001
Kepler-520 c,55.00000000000001
Kepler-1957 b,55.00000000000001
Kepler-1956 b,55.00000000000001
Kepler-1955 b,55.00000000000001
Kepler-1139 b,55.00000000000001
Kepler-208 d,55.00000000000001
Kepler-1096 b,55.00000000000001
Kepler-1095 b,55.00000000000001
Kepler-206 d,55.00000000000001
Kepler-206 b,55.00000000000001
Kepler-2001 b,55.00000000000001
Kepler-1104 b,55.00000000000001
Kepler-20 e,55.00000000000001
Kepler-495 c,55.00000000000001
Kepler-466 c,55.00000000000001
Kepler-446 c,55.00000000000001
Kepler-1990 c,55.00000000000001
Kepler-1987 b,55.00000000000001
Kepler-1055 b,55.00000000000001
Kepler-1053 b,55.00000000000001
Kepler-1074 b,55.00000000000001
Kepler-226 d,55.00000000000001
Kepler-225 b,55.00000000000001
K2-122 b,55.00000000000001
Kepler-431 d,55.00000000000001
Kepler-403 b,55.00000000000001
Kepler-220 d,55.00000000000001
Kepler-1084 b,55.00000000000001
Kepler-1082 b,55.00000000000001
Kepler-1081 b,55.00000000000001
Kepler-212 b,55.00000000000001
Kepler-282 c,55.00000000000001
Kepler-282 b,55.00000000000001
Kepler-271 c,55.00000000000001
Kepler-271 b,55.00000000000001
Kepler-1035 b,55.00000000000001
Kepler-402 b,55.00000000000001
Kepler-399 b,55.00000000000001
Kepler-398 c,55.00000000000001
Kepler-395 b,55.00000000000001
Kepler-26 d,55.00000000000001
Kepler-1049 b,55.00000000000001
Kepler-1047 c,55.00000000000001
Kepler-252 b,55.00000000000001
Kepler-250 b,55.00000000000001
Kepler-249 b,55.00000000000001
Kepler-320 b,55.00000000000001
Kepler-316 c,55.00000000000001
Kepler-316 b,55.00000000000001
Kepler-310 b,55.00000000000001
Kepler-304 e,55.00000000000001
Kepler-303 c,55.00000000000001
Kepler-295 c,55.00000000000001
Kepler-295 b,55.00000000000001
Kepler-1499 b,55.00000000000001
Kepler-392 c,55.00000000000001
Kepler-392 b,55.00000000000001
Kepler-286 b,55.00000000000001
Kepler-285 c,55.00000000000001
Kepler-334 b,55.00000000000001
Kepler-333 c,55.00000000000001
Kepler-332 d,55.00000000000001
Kepler-332 c,55.00000000000001
Kepler-332 b,55.00000000000001
Kepler-327 b,55.00000000000001
Kepler-387 b,55.00000000000001
Kepler-384 c,55.00000000000001
Kepler-384 b,55.00000000000001
Kepler-383 c,55.00000000000001
Kepler-381 d,55.00000000000001
Kepler-381 c,55.00000000000001
Kepler-381 b,55.00000000000001
TRAPPIST-1 g,55.00000000000001
Kepler-363 b,55.00000000000001
Kepler-376 b,55.00000000000001
YZ Cet d,55.00000000000001
Kepler-374 c,55.00000000000001
Kepler-374 b,55.00000000000001
Kepler-373 c,55.00000000000001
Kepler-354 d,55.00000000000001
Kepler-352 c,55.00000000000001
Kepler-341 b,55.00000000000001
Kepler-336 b,55.00000000000001
Kepler-1409 b,55.00000000000001
Kepler-1406 b,55.00000000000001
Kepler-1424 b,55.00000000000001
Kepler-1423 b,55.00000000000001
GJ 1132 b,55.00000000000001
GJ 1252 b,55.00000000000001
KOI-351 c,55.00000000000001
Kepler-322 b,55.00000000000001
YZ Cet c,55.00000000000001
Kepler-1445 b,55.00000000000001
Kepler-1443 b,55.00000000000001
Kepler-1456 b,55.00000000000001
Teegarden's Star d,55.00000000000001
Kepler-1565 b,55.00000000000001
Kepler-1561 b,55.00000000000001
TOI-270 b,55.00000000000001
Kepler-369 b,55.00000000000001
TOI-2096 b,55.00000000000001
TOI-1776 b,55.00000000000001
TOI-1411 b,55.00000000000001
TRAPPIST-1 b,55.00000000000001
Kepler-1421 b,54.94
Kepler-1387 b,54.94
Kepler-398 b,54.94
Kepler-1505 b,54.94
Kepler-1697 b,54.8090478
Kepler-1440 b,54.800000000000004
Kepler-134 c,54.800000000000004
Kepler-162 b,54.800000000000004
Kepler-1618 b,54.800000000000004
Kepler-755 c,54.800000000000004
Kepler-1029 b,54.800000000000004
Kepler-211 b,54.800000000000004
Kepler-1688 b,54.7650862
GJ 3473 b,54.72
Kepler-235 e,54.61666666666667
Kepler-1591 b,54.6
Kepler-1370 c,54.6
Kepler-831 b,54.6
Kepler-380 c,54.6
Kepler-732 c,54.6
Kepler-181 b,54.6
Kepler-404 b,54.6
Kepler-1372 b,54.6
LHS 1140 c,54.559999999999995
Kepler-1741 b,54.54
Kepler-1037 b,54.400000000000006
Kepler-1008 b,54.400000000000006
Kepler-776 b,54.400000000000006
Kepler-132 c,54.400000000000006
Kepler-235 c,54.400000000000006
Kepler-1357 b,54.400000000000006
Kepler-1420 b,54.400000000000006
Kepler-1124 b,54.400000000000006
Kepler-787 b,54.400000000000006
Kepler-1953 b,54.2850666
GJ 486 b,54.22
Kepler-1693 b,54.212317399999996
Kepler-1603 b,54.2
Kepler-393 b,54.2
Kepler-1012 b,54.2
Kepler-1415 b,54.2
Kepler-1574 b,54.2
Kepler-1429 b,54.2
Kepler-173 b,54.2
Kepler-1254 c,54.0
Kepler-1098 b,54.0
Kepler-1568 b,54.0
Kepler-1379 b,54.0
Kepler-796 b,54.0
Kepler-367 b,54.0
Kepler-1833 b,53.9945276
TOI-431 b,53.87500000000001
Kepler-1960 b,53.8500592
Kepler-1298 b,53.800000000000004
Kepler-1254 d,53.800000000000004
Kepler-1575 b,53.800000000000004
Kepler-821 b,53.800000000000004
Kepler-354 c,53.800000000000004
Kepler-1623 b,53.800000000000004
KOI-351 b,53.800000000000004
Kepler-1436 b,53.800000000000004
Kepler-374 d,53.800000000000004
Kepler-1441 b,53.800000000000004
K2-233 b,53.7
Kepler-1783 b,53.610653799999994
Kepler-1179 b,53.6
Kepler-1193 b,53.6
Kepler-292 b,53.6
Kepler-382 b,53.6
Kepler-383 b,53.6
Kepler-299 b,53.6
Kepler-395 c,53.6
Kepler-255 d,53.6
Kepler-157 b,53.6
TOI-406 c,53.6
Kepler-603 d,53.6
Kepler-1156 b,53.6
Kepler-617 b,53.6
Kepler-217 d,53.6
Kepler-1506 b,53.6
K2-35 b,53.6
LTT 3780 b,53.5
Kepler-1671 b,53.488523799999996
Kepler-1888 b,53.4842568
L 98-59 c,53.42
Kepler-931 b,53.400000000000006
Kepler-348 c,53.400000000000006
Kepler-1028 b,53.400000000000006
Kepler-1587 b,53.400000000000006
Kepler-144 b,53.400000000000006
Kepler-393 c,53.400000000000006
Kepler-1224 b,53.400000000000006
Kepler-1253 b,53.400000000000006
Kepler-220 e,53.400000000000006
Kepler-1987 c,53.400000000000006
Kepler-1508 b,53.400000000000006
Kepler-1498 b,53.400000000000006
Kepler-707 b,53.400000000000006
Kepler-251 b,53.400000000000006
Kepler-1185 b,53.400000000000006
Kepler-286 d,53.400000000000006
Kepler-1190 b,53.400000000000006
Kepler-779 b,53.26
Kepler-1365 b,53.26
Kepler-119 c,53.26
Kepler-1367 b,53.26
Kepler-1607 b,53.26
Kepler-191 b,53.2
Kepler-285 b,53.2
Kepler-1602 b,53.2
Kepler-1319 b,53.2
HD 23472 e,53.2
Kepler-1107 b,53.2
Kepler-935 b,53.0
Kepler-301 c,53.0
Kepler-330 b,53.0
Kepler-1532 b,53.0
Kepler-144 c,53.0
Kepler-446 d,53.0
Kepler-1114 b,53.0
Kepler-1265 b,53.0
Kepler-301 b,53.0
Kepler-1631 b,53.0
Kepler-1965 b,52.91697239999999
Kepler-1912 b,52.8658984
Kepler-1680 b,52.8090528
Kepler-295 d,52.800000000000004
Kepler-997 b,52.800000000000004
Kepler-757 b,52.800000000000004
TOI-771 b,52.800000000000004
Kepler-1246 b,52.800000000000004
Kepler-262 b,52.800000000000004
Kepler-1459 b,52.800000000000004
Kepler-373 b,52.800000000000004
Kepler-372 b,52.800000000000004
Kepler-1549 b,52.75000000000001
Kepler-595 c,52.75
Kepler-1437 b,52.6
Kepler-320 c,52.6
Kepler-932 b,52.6
Kepler-1332 b,52.6
Kepler-901 b,52.6
Kepler-286 c,52.6
Kepler-240 b,52.6
Kepler-1300 b,52.6
Kepler-793 b,52.6
Kepler-914 b,52.400000000000006
Kepler-1120 b,52.400000000000006
Kepler-629 b,52.400000000000006
Kepler-353 c,52.400000000000006
Kepler-923 b,52.400000000000006
Kepler-402 d,52.400000000000006
Kepler-84 d,52.400000000000006
Kepler-1315 b,52.400000000000006
Kepler-1606 b,52.38333333333334
TOI-700 b,52.239999999999995
Kepler-1394 b,52.2
Kepler-224 b,52.2
Kepler-1216 b,52.2
Kepler-208 c,52.2
Kepler-386 b,52.2
Kepler-377 b,52.2
Kepler-1904 b,52.190011999999996
Kepler-1761 b,52.1780794
Kepler-716 c,52.1436928
Kepler-1934 b,52.12
Kepler-770 d,52.0
Kepler-443 b,52.0
Kepler-186 d,52.0
Kepler-127 b,52.0
Kepler-1301 b,52.0
YZ Cet b,52.0
Kepler-329 b,52.0
Kepler-1145 b,52.0
Kepler-249 d,51.925
Kepler-1638 b,51.89999999999999
Kepler-1848 b,51.822922000000005
Kepler-1921 c,51.800000000000004
Kepler-1205 b,51.800000000000004
Kepler-141 c,51.800000000000004
Kepler-1493 b,51.800000000000004
Kepler-1471 b,51.800000000000004
Kepler-334 d,51.800000000000004
Kepler-905 b,51.800000000000004
Kepler-1383 b,51.800000000000004
Kepler-1604 b,51.800000000000004
Kepler-164 b,51.800000000000004
Kepler-537 b,51.800000000000004
Kepler-237 b,51.800000000000004
Kepler-656 c,51.800000000000004
Kepler-187 b,51.800000000000004
Kepler-369 c,51.800000000000004
TOI-1468 b,51.67999999999999
Kepler-1038 c,51.67532399999999
Kepler-339 b,51.6
Kepler-922 b,51.6
Kepler-1290 b,51.6
Kepler-1231 b,51.6
Kepler-1075 b,51.6
Kepler-1303 b,51.6
Kepler-1274 b,51.6
Kepler-763 c,51.6
Kepler-403 d,51.6
Kepler-1088 b,51.6
Kepler-65 b,51.6
Kepler-1992 b,51.57999999999999
Kepler-197 e,51.57999999999999
Kepler-1296 b,51.57999999999999
Kepler-1525 b,51.57999999999999
Kepler-1825 b,51.5598536
Kepler-1686 b,51.489396600000006
Kepler-1302 b,51.4
Kepler-1259 b,51.4
Kepler-876 b,51.4
Kepler-334 c,51.4
Kepler-311 c,51.4
Kepler-1380 b,51.4
Kepler-399 c,51.4
Kepler-773 b,51.4
Kepler-1366 b,51.4
Kepler-1007 b,51.2
Kepler-605 b,51.2
Kepler-1149 b,51.2
Kepler-1218 b,51.2
Kepler-1310 b,51.2
Kepler-1245 b,51.2
TOI-237 b,51.2
Kepler-1245 c,51.2
Kepler-1905 b,51.078531999999996
Kepler-1335 b,51.0
Kepler-361 b,51.0
Kepler-280 b,51.0
Kepler-375 b,51.0
Kepler-362 c,51.0
Kepler-936 b,51.0
GJ 411 b,51.0
Kepler-1226 b,51.0
Kepler-1834 b,50.81233199999999
Kepler-1528 b,50.8
Kepler-515 b,50.8
Kepler-168 b,50.8
Kepler-808 b,50.8
Kepler-1355 b,50.8
Kepler-389 c,50.8
Kepler-1039 b,50.8
Kepler-1439 b,50.8
Kepler-355 b,50.8
Kepler-366 b,50.8
Kepler-157 d,50.8
Kepler-402 e,50.8
Kepler-1019 b,50.8
Kepler-1091 b,50.8
Kepler-1108 b,50.8
Kepler-190 c,50.8
Kepler-1362 b,50.75000000000001
HD 93963 A b,50.6091264
Kepler-1564 b,50.6
Kepler-1431 b,50.6
Kepler-137 b,50.6
Kepler-1622 b,50.6
Kepler-292 c,50.6
Kepler-909 b,50.6
Kepler-777 b,50.6
Kepler-1991 b,50.6
Kepler-1198 b,50.6
Kepler-1485 b,50.6
Kepler-1142 b,50.6
Kepler-1759 b,50.56
Kepler-737 b,50.550000000000004
K2-147 b,50.5427988
Kepler-1901 b,50.516218599999995
Kepler-1826 b,50.4961768
TOI-540 b,50.44
TOI-1685 b,50.415000000000006
Kepler-123 c,50.4
Kepler-218 b,50.4
Kepler-975 b,50.4
Kepler-208 e,50.4
Kepler-1050 c,50.4
Kepler-1271 b,50.4
Kepler-1275 b,50.4
Kepler-760 c,50.4
Kepler-991 b,50.273333333333326
Kepler-1882 b,50.265119199999994
Kepler-1073 d,50.245810199999994
Kepler-1841 b,50.217488599999996
Kepler-1614 b,50.2
Kepler-1492 b,50.2
Kepler-1582 b,50.2
L 98-59 e,50.2
Kepler-1256 b,50.2
Kepler-1063 b,50.2
Kepler-400 c,50.2
Kepler-174 c,50.2
Kepler-898 b,50.2
TOI-1807 b,50.0636834
Kepler-446 b,50.0
Kepler-598 b,50.0
Kepler-154 f,50.0
Kepler-246 c,50.0
Kepler-154 e,50.0
Kepler-207 c,50.0
Kepler-1005 b,50.0
Kepler-273 b,50.0
Kepler-180 b,50.0
TOI-771 c,50.0
Kepler-915 b,50.0
Kepler-20 f,49.99999999999999
Kepler-1968 b,49.9991932
Kepler-394 d,49.9866372
Kepler-1398 b,49.96000000000001
Kepler-389 b,49.8
Kepler-828 b,49.8
Kepler-1209 b,49.8
Kepler-138 d,49.8
Kepler-1194 b,49.8
Kepler-1191 b,49.8
Kepler-1491 b,49.8
Kepler-194 b,49.8
Kepler-138 c,49.8
Kepler-205 b,49.8
Kepler-1324 b,49.8
Kepler-249 c,49.8
Kepler-1885 b,49.777889
Kepler-1809 b,49.74
Kepler-1932 b,49.703556400000004
Kepler-1913 b,49.62958819999999
Kepler-1853 b,49.6275456
Kepler-1483 b,49.6
Kepler-1257 b,49.6
Kepler-1220 b,49.6
Kepler-886 b,49.6
Kepler-1571 b,49.6
Kepler-1586 b,49.6
Kepler-306 b,49.6
Kepler-348 b,49.6
Kepler-1289 b,49.6
Kepler-1891 b,49.57216879999999
Kepler-1950 b,49.4607302
Kepler-1930 b,49.4088918
Kepler-1988 b,49.4
Kepler-1557 b,49.4
GJ 740 b,49.4
Kepler-198 d,49.4
Kepler-758 e,49.4
Kepler-120 c,49.4
Kepler-228 b,49.4
Kepler-147 b,49.4
Kepler-825 b,49.4
Kepler-1356 b,49.4
Kepler-895 b,49.2
Kepler-1287 b,49.2
Kepler-1592 b,49.2
Kepler-337 b,49.2
Kepler-1006 b,49.2
Kepler-1228 b,49.2
Kepler-274 b,49.2
Kepler-1805 b,49.099417
K2-138 b,49.05
Kepler-1940 b,48.978506200000005
Kepler-1943 b,48.8761622
Kepler-195 c,48.85
Kepler-1254 b,48.85
Kepler-1165 b,48.85
Kepler-55 e,48.85
Kepler-364 b,48.85
Kepler-1064 b,48.85
Kepler-1295 b,48.85
Kepler-1282 b,48.85
Kepler-1466 b,48.85
Kepler-132 d,48.85
Kepler-784 c,48.85
Kepler-255 b,48.85
Kepler-1899 b,48.8303416
Kepler-10 b,48.8
K2-136 d,48.699999999999996
HD 260655 c,48.665000000000006
HD 109286 b,48.47
Kepler-1317 b,48.425000000000004
Kepler-1426 b,48.425000000000004
Kepler-309 b,48.425000000000004
Kepler-190 b,48.425000000000004
Kepler-1433 b,48.425000000000004
Kepler-1501 b,48.425000000000004
Kepler-402 c,48.425000000000004
Kepler-303 b,48.4
Kepler-1408 b,48.4
Kepler-1173 b,48.4
Kepler-865 c,48.4
Kepler-1352 b,48.4
Kepler-1637 b,48.4
Kepler-1027 b,48.4
Kepler-387 c,48.4
Kepler-1560 b,48.4
Kepler-353 b,48.4
K2-3 c,48.36
Kepler-1699 b,48.06577519999999
Kepler-439 b,48.03333333333333
Kepler-730 c,47.9398
Kepler-1181 b,47.925000000000004
Kepler-974 b,47.925000000000004
Kepler-356 b,47.925000000000004
Kepler-823 b,47.925000000000004
Kepler-542 b,47.925000000000004
Kepler-220 c,47.925000000000004
Kepler-2000 c,47.925000000000004
Kepler-236 b,47.925000000000004
Kepler-1865 b,47.6377856
Kepler-1001 c,47.6151442
Kepler-1523 b,47.5
Kepler-784 b,47.5
Kepler-1072 b,47.5
Kepler-1346 b,47.5
Kepler-1633 b,47.5
Kepler-386 c,47.5
Kepler-111 b,47.5
Kepler-445 b,47.5
Kepler-1859 b,47.362285
Kepler-23 b,47.24
Kepler-1131 b,47.075
Kepler-504 b,47.075
Kepler-928 b,47.075
Kepler-55 d,47.075
Kepler-370 b,47.075
Kepler-1174 b,47.075
Kepler-55 f,47.075
Kepler-200 c,47.075
Kepler-382 c,47.075
Kepler-256 b,47.075
Kepler-398 d,46.9
Kepler-1416 b,46.9
Kepler-362 b,46.9
Kepler-342 e,46.9
Kepler-128 c,46.730000000000004
Kepler-1804 b,46.7268548
Kepler-1743 b,46.6725986
Kepler-1069 b,46.575
Kepler-1050 b,46.575
Kepler-842 b,46.575
Kepler-394 b,46.575
Kepler-1277 b,46.575
Kepler-1065 c,46.575
Kepler-994 b,46.575
Kepler-97 b,46.575
Kepler-1702 b,46.46184139999999
Gliese 12 b,46.308333333333316
Kepler-1690 b,46.25
Kepler-1048 b,46.15
Kepler-1555 b,46.15
Kepler-1322 b,46.15
Kepler-1610 b,46.15
Kepler-1620 b,46.15
Kepler-296 b,46.15
Kepler-1584 b,46.15
Kepler-149 c,46.15
Kepler-1448 b,46.15
Kepler-140 b,46.15
Kepler-416 d,46.15
